00:00:01.254,0.100,5,#ffffff
00:00:01.491,0.100,4,#ffffff
00:00:01.702,0.100,5,#ffffff
00:00:01.906,0.100,3,#ffffff
00:00:02.305,0.100,5,#ffffff
00:00:02.742,0.100,4,#ffffff
00:00:02.931,0.100,5,#ffffff
00:00:03.137,0.100,3,#ffffff
00:00:03.533,0.100,5,#ffffff
00:00:03.907,0.100,4,#ffffff
00:00:04.037,0.100,5,#ffffff
00:00:04.245,0.100,3,#ffffff
00:00:04.721,0.100,5,#ffffff
00:00:05.157,0.100,4,#ffffff
00:00:05.302,0.100,5,#ffffff
00:00:05.491,0.100,3,#ffffff
00:00:05.954,0.100,5,#ffffff
00:00:05.954,0.100,2,#ffffff
00:00:06.395,0.100,4,#ffffff
00:00:06.561,0.100,5,#ffffff
00:00:06.773,0.100,3,#ffffff
00:00:07.192,0.100,5,#ffffff
00:00:07.192,0.100,1,#ffffff
00:00:07.605,0.100,4,#ffffff
00:00:07.776,0.100,5,#ffffff
00:00:07.948,0.100,3,#ffffff
00:00:08.379,0.100,5,#ffffff
00:00:08.379,0.100,2,#ffffff
00:00:08.797,0.100,4,#ffffff
00:00:08.964,0.100,5,#ffffff
00:00:09.149,0.100,3,#ffffff
00:00:09.613,0.100,5,#ffffff
00:00:09.613,0.100,1,#ffffff
00:00:10.003,0.100,4,#ffffff
00:00:10.143,0.100,5,#ffffff
00:00:10.363,0.100,3,#ffffff
00:00:10.809,0.100,5,#ffffff
00:00:10.809,0.100,2,#ffffff
00:00:11.209,0.100,4,#ffffff
00:00:11.353,0.100,5,#ffffff
00:00:11.573,0.100,3,#ffffff
00:00:11.988,0.100,5,#ffffff
00:00:11.988,0.100,1,#ffffff
00:00:12.379,0.100,4,#ffffff
00:00:12.549,0.100,5,#ffffff
00:00:12.730,0.100,3,#ffffff
00:00:13.158,0.100,5,#ffffff
00:00:13.158,0.100,2,#ffffff
00:00:13.549,0.100,4,#ffffff
00:00:13.760,0.100,5,#ffffff
00:00:13.931,0.100,3,#ffffff
00:00:14.363,0.100,5,#ffffff
00:00:14.363,0.100,1,#ffffff
00:00:14.737,0.100,4,#ffffff
00:00:14.917,0.100,5,#ffffff
00:00:15.128,0.100,3,#ffffff
00:00:15.541,0.100,5,#ffffff
00:00:15.973,0.100,4,#ffffff
00:00:16.149,0.100,5,#ffffff
00:00:16.307,0.100,3,#ffffff
00:00:16.729,0.100,5,#ffffff
00:00:17.103,0.100,4,#ffffff
00:00:17.266,0.100,5,#ffffff
00:00:17.422,0.100,3,#ffffff
00:00:17.881,0.100,5,#ffffff
00:00:18.282,0.100,4,#ffffff
00:00:18.430,0.100,5,#ffffff
00:00:18.638,0.100,3,#ffffff
00:00:19.096,0.100,5,#ffffff
00:00:19.478,0.100,4,#ffffff
00:00:19.649,0.100,5,#ffffff
00:00:19.865,0.100,3,#ffffff
00:00:20.330,0.100,5,#ffffff
00:00:20.330,0.100,4,#ffffff
00:00:20.680,0.100,4,#ffffff
00:00:20.680,0.100,3,#ffffff
00:00:20.829,0.100,5,#ffffff
00:00:20.829,0.100,4,#ffffff
00:00:20.999,0.100,3,#ffffff
00:00:20.999,0.100,2,#ffffff
00:00:21.446,0.100,5,#ffffff
00:00:21.446,0.100,4,#ffffff
00:00:21.850,0.100,4,#ffffff
00:00:21.850,0.100,3,#ffffff
00:00:22.030,0.100,5,#ffffff
00:00:22.030,0.100,4,#ffffff
00:00:22.169,0.100,3,#ffffff
00:00:22.169,0.100,2,#ffffff
00:00:22.610,0.100,5,#ffffff
00:00:22.610,0.100,4,#ffffff
00:00:22.974,0.100,4,#ffffff
00:00:22.974,0.100,3,#ffffff
00:00:23.136,0.100,5,#ffffff
00:00:23.136,0.100,4,#ffffff
00:00:23.349,0.100,3,#ffffff
00:00:23.349,0.100,2,#ffffff
00:00:23.798,0.100,5,#ffffff
00:00:23.798,0.100,4,#ffffff
00:00:24.171,0.100,4,#ffffff
00:00:24.171,0.100,3,#ffffff
00:00:24.355,0.100,5,#ffffff
00:00:24.355,0.100,4,#ffffff
00:00:24.545,0.100,3,#ffffff
00:00:24.545,0.100,2,#ffffff
00:00:24.968,0.100,5,#ffffff
00:00:25.373,0.100,5,#ffffff
00:00:25.561,0.100,5,#ffffff
00:00:25.742,0.100,4,#ffffff
00:00:25.944,0.100,3,#ffffff
00:00:26.129,0.100,2,#ffffff
00:00:26.578,0.100,4,#ffffff
00:00:26.741,0.100,4,#ffffff
00:00:26.925,0.100,3,#ffffff
00:00:27.113,0.100,2,#ffffff
00:00:27.293,0.100,3,#ffffff
00:00:27.739,0.100,3,#ffffff
00:00:27.888,0.100,3,#ffffff
00:00:28.072,0.100,4,#ffffff
00:00:28.238,0.100,3,#ffffff
00:00:28.432,0.100,2,#ffffff
00:00:28.895,0.100,1,#ffffff
00:00:29.669,0.100,1,#ffffff
00:00:29.886,0.100,2,#ffffff
00:00:30.056,0.100,1,#ffffff
00:00:30.254,0.100,3,#ffffff
00:00:30.434,0.100,2,#ffffff
00:00:30.642,0.100,3,#ffffff
00:00:30.808,0.100,2,#ffffff
00:00:31.041,0.100,4,#ffffff
00:00:31.244,0.100,3,#ffffff
00:00:31.595,0.100,2,#ffffff
00:00:32.027,0.100,1,#ffffff
00:00:32.207,0.100,2,#ffffff
00:00:32.401,0.100,1,#ffffff
00:00:32.589,0.100,3,#ffffff
00:00:32.814,0.100,2,#ffffff
00:00:33.017,0.100,3,#ffffff
00:00:33.188,0.100,2,#ffffff
00:00:33.399,0.100,4,#ffffff
00:00:33.629,0.100,3,#ffffff
00:00:34.011,0.100,2,#ffffff
00:00:34.426,0.100,5,#ffffff
00:00:34.789,0.100,4,#ffffff
00:00:34.961,0.100,5,#ffffff
00:00:35.149,0.100,3,#ffffff
00:00:35.550,0.100,5,#ffffff
00:00:35.969,0.100,4,#ffffff
00:00:36.149,0.100,5,#ffffff
00:00:36.369,0.100,3,#ffffff
00:00:36.711,0.100,5,#ffffff
00:00:37.115,0.100,4,#ffffff
00:00:37.282,0.100,5,#ffffff
00:00:37.475,0.100,3,#ffffff
00:00:37.881,0.100,5,#ffffff
00:00:38.290,0.100,4,#ffffff
00:00:38.425,0.100,5,#ffffff
00:00:38.605,0.100,3,#ffffff
00:00:39.018,0.100,5,#ffffff
00:00:39.419,0.100,4,#ffffff
00:00:39.613,0.100,5,#ffffff
00:00:39.811,0.100,3,#ffffff
00:00:40.230,0.100,5,#ffffff
00:00:40.589,0.100,4,#ffffff
00:00:40.760,0.100,5,#ffffff
00:00:40.940,0.100,3,#ffffff
00:00:41.358,0.100,5,#ffffff
00:00:41.727,0.100,4,#ffffff
00:00:41.898,0.100,5,#ffffff
00:00:42.078,0.100,3,#ffffff
00:00:42.469,0.100,5,#ffffff
00:00:42.883,0.100,4,#ffffff
00:00:43.050,0.100,5,#ffffff
00:00:43.234,0.100,3,#ffffff
00:00:43.680,0.100,5,#ffffff
00:00:43.680,0.100,2,#ffffff
00:00:44.044,0.100,4,#ffffff
00:00:44.197,0.100,5,#ffffff
00:00:44.409,0.100,3,#ffffff
00:00:44.810,0.100,5,#ffffff
00:00:44.810,0.100,1,#ffffff
00:00:45.177,0.100,4,#ffffff
00:00:45.354,0.100,5,#ffffff
00:00:45.542,0.100,3,#ffffff
00:00:45.938,0.100,5,#ffffff
00:00:45.938,0.100,2,#ffffff
00:00:46.307,0.100,4,#ffffff
00:00:46.501,0.100,5,#ffffff
